n,k,m,distance
1.0,6.0,20.0,0.0
1.0,6.0,21.0,0.0
1.0,6.0,22.0,0.0
1.0,6.0,23.0,0.0
1.0,6.0,24.0,0.0
1.0,6.0,25.0,0.0
1.0,6.0,26.0,0.0
1.0,6.0,27.0,0.0
1.0,6.0,28.0,0.0
1.0,6.0,29.0,0.0
1.0,6.0,30.0,0.0
1.0,7.0,1.0,0.0
1.0,7.0,2.0,0.0
1.0,7.0,3.0,0.0
1.0,7.0,4.0,0.0
1.0,7.0,5.0,0.0
1.0,7.0,6.0,0.0
1.0,7.0,7.0,0.0
1.0,7.0,8.0,0.0
1.0,7.0,9.0,0.0
1.0,7.0,10.0,0.0
1.0,7.0,11.0,0.0
1.0,7.0,12.0,0.0
1.0,7.0,13.0,0.0
1.0,7.0,14.0,0.0
1.0,7.0,15.0,0.0
1.0,7.0,16.0,0.0
1.0,7.0,17.0,0.0
1.0,7.0,18.0,0.0
1.0,7.0,19.0,0.0
1.0,7.0,20.0,0.0
1.0,7.0,21.0,0.0
1.0,7.0,22.0,0.0
1.0,7.0,23.0,0.0
1.0,7.0,24.0,0.0
1.0,7.0,25.0,0.0
1.0,7.0,26.0,0.0
1.0,7.0,27.0,0.0
1.0,7.0,28.0,0.0
1.0,7.0,29.0,0.0
1.0,7.0,30.0,0.0
1.0,8.0,1.0,0.0
1.0,8.0,2.0,0.0
1.0,8.0,3.0,0.0
1.0,8.0,4.0,0.0
1.0,8.0,5.0,0.0
1.0,8.0,6.0,0.0
1.0,8.0,7.0,0.0
1.0,8.0,8.0,0.0
1.0,8.0,9.0,0.0
1.0,8.0,10.0,0.0
1.0,8.0,11.0,0.0
1.0,8.0,12.0,0.0
1.0,8.0,13.0,0.0
1.0,8.0,14.0,0.0
1.0,8.0,15.0,0.0
1.0,8.0,16.0,0.0
1.0,8.0,17.0,0.0
1.0,8.0,18.0,0.0
1.0,8.0,19.0,0.0
1.0,8.0,20.0,0.0
1.0,8.0,21.0,0.0
1.0,8.0,22.0,0.0
1.0,8.0,23.0,0.0
1.0,8.0,24.0,0.0
1.0,8.0,25.0,0.0
1.0,8.0,26.0,0.0
1.0,8.0,27.0,0.0
1.0,8.0,28.0,0.0
1.0,8.0,29.0,0.0
1.0,8.0,30.0,0.0
1.0,9.0,1.0,0.0
1.0,9.0,2.0,0.0
1.0,9.0,3.0,0.0
1.0,9.0,4.0,0.0
1.0,9.0,5.0,0.0
1.0,9.0,6.0,0.0
1.0,9.0,7.0,0.0
1.0,9.0,8.0,0.0
1.0,9.0,9.0,0.0
1.0,9.0,10.0,0.0
1.0,9.0,11.0,0.0
1.0,9.0,12.0,0.0
1.0,9.0,13.0,0.0
1.0,9.0,14.0,0.0
1.0,9.0,15.0,0.0
1.0,9.0,16.0,0.0
1.0,9.0,17.0,0.0
1.0,9.0,18.0,0.0
1.0,9.0,19.0,0.0
1.0,9.0,20.0,0.0
1.0,9.0,21.0,0.0
1.0,9.0,22.0,0.0
1.0,9.0,23.0,0.0
1.0,9.0,24.0,0.0
1.0,9.0,25.0,0.0
1.0,9.0,26.0,0.0
1.0,9.0,27.0,0.0
1.0,9.0,28.0,0.0
1.0,9.0,29.0,0.0
1.0,9.0,30.0,0.0
1.0,10.0,1.0,0.0
1.0,10.0,2.0,0.0
1.0,10.0,3.0,0.0
1.0,10.0,4.0,0.0
1.0,10.0,5.0,0.0
1.0,10.0,6.0,0.0
1.0,10.0,7.0,0.0
1.0,10.0,8.0,0.0
1.0,10.0,9.0,0.0
1.0,10.0,10.0,0.0
1.0,10.0,11.0,0.0
1.0,10.0,12.0,0.0
1.0,10.0,13.0,0.0
1.0,10.0,14.0,0.0
1.0,10.0,15.0,0.0
1.0,10.0,16.0,0.0
1.0,10.0,17.0,0.0
1.0,10.0,18.0,0.0
1.0,10.0,19.0,0.0
1.0,10.0,20.0,0.0
1.0,10.0,21.0,0.0
1.0,10.0,22.0,0.0
1.0,10.0,23.0,0.0
1.0,10.0,24.0,0.0
1.0,10.0,25.0,0.0
1.0,10.0,26.0,0.0
1.0,10.0,27.0,0.0
1.0,10.0,28.0,0.0
1.0,10.0,29.0,0.0
1.0,10.0,30.0,0.0
2.0,2.0,1.0,1.03200001
2.0,2.0,2.0,1.50600002
2.0,2.0,3.0,1.77500002
2.0,2.0,4.0,1.87800002
2.0,2.0,5.0,1.93800002
2.0,2.0,6.0,1.96900002
2.0,2.0,7.0,1.98700002
2.0,2.0,8.0,1.99300002
2.0,2.0,9.0,1.99600002
2.0,2.0,10.0,1.99900002
2.0,2.0,11.0,2.00000002
2.0,2.0,12.0,1.99900002
2.0,2.0,13.0,2.00000002
2.0,2.0,14.0,2.00000002
2.0,2.0,15.0,2.00000002
2.0,2.0,16.0,2.00000002
2.0,2.0,17.0,2.00000002
2.0,2.0,18.0,2.00000002
2.0,2.0,19.0,2.00000002
2.0,2.0,20.0,2.00000002
2.0,2.0,21.0,2.00000002
2.0,2.0,22.0,2.00000002
2.0,2.0,23.0,2.00000002
2.0,2.0,24.0,2.00000002
2.0,2.0,25.0,2.00000002
2.0,2.0,26.0,2.00000002
2.0,2.0,27.0,2.00000002
2.0,2.0,28.0,2.00000002
2.0,2.0,29.0,2.00000002
2.0,2.0,30.0,2.00000002
2.0,3.0,1.0,1.03200001
2.0,3.0,2.0,1.50600001
2.0,3.0,3.0,1.77500002
2.0,3.0,4.0,1.87800002
2.0,3.0,5.0,1.93800002
2.0,3.0,6.0,1.96900002
2.0,3.0,7.0,1.98700002
2.0,3.0,8.0,1.99300002
2.0,3.0,9.0,1.99600002
2.0,3.0,10.0,1.99900002
2.0,3.0,11.0,2.00000002
2.0,3.0,12.0,1.99900002
2.0,3.0,13.0,2.00000002
2.0,3.0,14.0,2.00000002
2.0,3.0,15.0,2.00000002
2.0,3.0,16.0,2.00000002
2.0,3.0,17.0,2.00000002
2.0,3.0,18.0,2.00000002
2.0,3.0,19.0,2.00000002
2.0,3.0,20.0,2.00000002
2.0,3.0,21.0,2.00000002
2.0,3.0,22.0,2.00000002
2.0,3.0,23.0,2.00000002
2.0,3.0,24.0,2.00000002
2.0,3.0,25.0,2.00000002
2.0,3.0,26.0,2.00000002
2.0,3.0,27.0,2.00000002
2.0,3.0,28.0,2.00000002
2.0,3.0,29.0,2.00000002
2.0,3.0,30.0,2.00000002
2.0,4.0,1.0,1.03200001
2.0,4.0,2.0,1.50600001
2.0,4.0,3.0,1.77500002
2.0,4.0,4.0,1.87800002
2.0,4.0,5.0,1.93800002
2.0,4.0,6.0,1.96900002
2.0,4.0,7.0,1.98700002
2.0,4.0,8.0,1.99300002
2.0,4.0,9.0,1.99600002
2.0,4.0,10.0,1.99900002
2.0,4.0,11.0,2.00000002
2.0,4.0,12.0,1.99900002
2.0,4.0,13.0,2.00000002
2.0,4.0,14.0,2.00000002
2.0,4.0,15.0,2.00000002
2.0,4.0,16.0,2.00000002
2.0,4.0,17.0,2.00000002
2.0,4.0,18.0,2.00000002
2.0,4.0,19.0,2.00000002
2.0,4.0,20.0,2.00000002
2.0,4.0,21.0,2.00000002
2.0,4.0,22.0,2.00000002
2.0,4.0,23.0,2.00000002
2.0,4.0,24.0,2.00000002
2.0,4.0,25.0,2.00000002
2.0,4.0,26.0,2.00000002
2.0,4.0,27.0,2.00000002
2.0,4.0,28.0,2.00000002
2.0,4.0,29.0,2.00000002
2.0,4.0,30.0,2.00000002
2.0,5.0,1.0,1.03200001
2.0,5.0,2.0,1.50600001
2.0,5.0,3.0,1.77500002
2.0,5.0,4.0,1.87800002
2.0,5.0,5.0,1.93800002
2.0,5.0,6.0,1.96900002
2.0,5.0,7.0,1.98700002
2.0,5.0,8.0,1.99300002
2.0,5.0,9.0,1.99600002
2.0,5.0,10.0,1.99900002
2.0,5.0,11.0,2.00000002
2.0,5.0,12.0,1.99900002
2.0,5.0,13.0,2.00000002
2.0,5.0,14.0,2.00000002
2.0,5.0,15.0,2.00000002
2.0,5.0,16.0,2.00000002
2.0,5.0,17.0,2.00000002
2.0,5.0,18.0,2.00000002
2.0,5.0,19.0,2.00000002
2.0,5.0,20.0,2.00000002
2.0,5.0,21.0,2.00000002
2.0,5.0,22.0,2.00000002
2.0,5.0,23.0,2.00000002
2.0,5.0,24.0,2.00000002
2.0,5.0,25.0,2.00000002
2.0,5.0,26.0,2.00000002
2.0,5.0,27.0,2.00000002
2.0,5.0,28.0,2.00000002
2.0,5.0,29.0,2.00000002
2.0,5.0,30.0,2.00000002
2.0,6.0,1.0,1.03200001
2.0,6.0,2.0,1.50600001
2.0,6.0,3.0,1.77500002
2.0,6.0,4.0,1.87800002
2.0,6.0,5.0,1.93800002
2.0,6.0,6.0,1.96900002
2.0,6.0,7.0,1.98700002
2.0,6.0,8.0,1.99300002
2.0,6.0,9.0,1.99600002
2.0,6.0,10.0,1.99900002
2.0,6.0,11.0,2.00000002
2.0,6.0,12.0,1.99900002
2.0,6.0,13.0,2.00000002
2.0,6.0,14.0,2.00000002
2.0,6.0,15.0,2.00000002
2.0,6.0,16.0,2.00000002
2.0,6.0,17.0,2.00000002
2.0,6.0,18.0,2.00000002
2.0,6.0,19.0,2.00000002
2.0,6.0,20.0,2.00000002
2.0,6.0,21.0,2.00000002
2.0,6.0,22.0,2.00000002
2.0,6.0,23.0,2.00000002
2.0,6.0,24.0,2.00000002
2.0,6.0,25.0,2.00000002
2.0,6.0,26.0,2.00000002
2.0,6.0,27.0,2.00000002
2.0,6.0,28.0,2.00000002
2.0,6.0,29.0,2.00000002
2.0,6.0,30.0,2.00000002
2.0,7.0,1.0,1.03200001
2.0,7.0,2.0,1.50600001
2.0,7.0,3.0,1.77500002
2.0,7.0,4.0,1.87800002
2.0,7.0,5.0,1.93800002
2.0,7.0,6.0,1.96900002
2.0,7.0,7.0,1.98700002
2.0,7.0,8.0,1.99300002
2.0,7.0,9.0,1.99600002
2.0,7.0,10.0,1.99900002
2.0,7.0,11.0,2.00000002
2.0,7.0,12.0,1.99900002
2.0,7.0,13.0,2.00000002
2.0,7.0,14.0,2.00000002
2.0,7.0,15.0,2.00000002
2.0,7.0,16.0,2.00000002
2.0,7.0,17.0,2.00000002
2.0,7.0,18.0,2.00000002
2.0,7.0,19.0,2.00000002
2.0,7.0,20.0,2.00000002
2.0,7.0,21.0,2.00000002
2.0,7.0,22.0,2.00000002
2.0,7.0,23.0,2.00000002
2.0,7.0,24.0,2.00000002
2.0,7.0,25.0,2.00000002
2.0,7.0,26.0,2.00000002
2.0,7.0,27.0,2.00000002
2.0,7.0,28.0,2.00000002
2.0,7.0,29.0,2.00000002
2.0,7.0,30.0,2.00000002
2.0,8.0,1.0,1.03200001
2.0,8.0,2.0,1.50600001
2.0,8.0,3.0,1.77500002
2.0,8.0,4.0,1.87800002
2.0,8.0,5.0,1.93800002
2.0,8.0,6.0,1.96900002
2.0,8.0,7.0,1.98700002
2.0,8.0,8.0,1.99300002
2.0,8.0,9.0,1.99600002
2.0,8.0,10.0,1.99900002
2.0,8.0,11.0,2.00000002
2.0,8.0,12.0,1.99900002
2.0,8.0,13.0,2.00000002
2.0,8.0,14.0,2.00000002
2.0,8.0,15.0,2.00000002
2.0,8.0,16.0,2.00000002
2.0,8.0,17.0,2.00000002
2.0,8.0,18.0,2.00000002
2.0,8.0,19.0,2.00000002
2.0,8.0,20.0,2.00000002
2.0,8.0,21.0,2.00000002
2.0,8.0,22.0,2.00000002
2.0,8.0,23.0,2.00000002
2.0,8.0,24.0,2.00000002
2.0,8.0,25.0,2.00000002
2.0,8.0,26.0,2.00000002
2.0,8.0,27.0,2.00000002
2.0,8.0,28.0,2.00000002
2.0,8.0,29.0,2.00000002
2.0,8.0,30.0,2.00000002
2.0,9.0,1.0,1.03200001
2.0,9.0,2.0,1.50600001
2.0,9.0,3.0,1.77500002
2.0,9.0,4.0,1.87800002
2.0,9.0,5.0,1.93800002
2.0,9.0,6.0,1.96900002
2.0,9.0,7.0,1.98700002
2.0,9.0,8.0,1.99300002
2.0,9.0,9.0,1.99600002
2.0,9.0,10.0,1.99900002
2.0,9.0,11.0,2.00000002
2.0,9.0,12.0,1.99900002
2.0,9.0,13.0,2.00000002
2.0,9.0,14.0,2.00000002
2.0,9.0,15.0,2.00000002
2.0,9.0,16.0,2.00000002
2.0,9.0,17.0,2.00000002
2.0,9.0,18.0,2.00000002
2.0,9.0,19.0,2.00000002
2.0,9.0,20.0,2.00000002
2.0,9.0,21.0,2.00000002
2.0,9.0,22.0,2.00000002
2.0,9.0,23.0,2.00000002
2.0,9.0,24.0,2.00000002
2.0,9.0,25.0,2.00000002
2.0,9.0,26.0,2.00000002
2.0,9.0,27.0,2.00000002
2.0,9.0,28.0,2.00000002
2.0,9.0,29.0,2.00000002
2.0,9.0,30.0,2.00000002
2.0,10.0,1.0,1.03200001
2.0,10.0,2.0,1.50600001
2.0,10.0,3.0,1.77500002
2.0,10.0,4.0,1.87800002
2.0,10.0,5.0,1.93800002
2.0,10.0,6.0,1.96900002
2.0,10.0,7.0,1.98700002
2.0,10.0,8.0,1.99300002
2.0,10.0,9.0,1.99600002
2.0,10.0,10.0,1.99900002
2.0,10.0,11.0,2.00000002
2.0,10.0,12.0,1.99900002
2.0,10.0,13.0,2.00000002
2.0,10.0,14.0,2.00000002
2.0,10.0,15.0,2.00000002
2.0,10.0,16.0,2.00000002
2.0,10.0,17.0,2.00000002
2.0,10.0,18.0,2.00000002
2.0,10.0,19.0,2.00000002
2.0,10.0,20.0,2.00000002
2.0,10.0,21.0,2.00000002
2.0,10.0,22.0,2.00000002
2.0,10.0,23.0,2.00000002
2.0,10.0,24.0,2.00000002
2.0,10.0,25.0,2.00000002
2.0,10.0,26.0,2.00000002
2.0,10.0,27.0,2.00000002
2.0,10.0,28.0,2.00000002
2.0,10.0,29.0,2.00000002
2.0,10.0,30.0,2.00000002
3.0,2.0,1.0,2.06600001
3.0,2.0,2.0,2.89200002
3.0,2.0,3.0,3.32700002
3.0,2.0,4.0,3.57900002
3.0,2.0,5.0,3.70800003
3.0,2.0,6.0,3.80200003
3.0,2.0,7.0,3.85900003
3.0,2.0,8.0,3.92300003
3.0,2.0,9.0,3.93100003
3.0,2.0,10.0,3.95400003
3.0,2.0,11.0,3.96800003
3.0,2.0,12.0,3.97900003
3.0,2.0,13.0,3.98000004
3.0,2.0,14.0,3.99100004
3.0,2.0,15.0,3.99400004
3.0,2.0,16.0,3.99500004
3.0,2.0,17.0,3.99500004
3.0,2.0,18.0,3.99700004
3.0,2.0,19.0,3.99500004
3.0,2.0,20.0,3.99800004
3.0,2.0,21.0,3.99700004
3.0,2.0,22.0,4.00000004
3.0,2.0,23.0,3.99800004
3.0,2.0,24.0,3.99900004
3.0,2.0,25.0,4.00000004
3.0,2.0,26.0,3.99900004
3.0,2.0,27.0,3.99900004
3.0,2.0,28.0,3.99900004
3.0,2.0,29.0,4.00000004
3.0,2.0,30.0,4.00000004
3.0,3.0,1.0,2.06600001
3.0,3.0,2.0,2.89200001
3.0,3.0,3.0,3.32700002
3.0,3.0,4.0,3.57900002
3.0,3.0,5.0,3.70800002
3.0,3.0,6.0,3.80200002
3.0,3.0,7.0,3.85900002
3.0,3.0,8.0,3.92300003
3.0,3.0,9.0,3.93100003
3.0,3.0,10.0,3.95400003
3.0,3.0,11.0,3.96800003
3.0,3.0,12.0,3.97900003
3.0,3.0,13.0,3.98000003
3.0,3.0,14.0,3.99100003
3.0,3.0,15.0,3.99400003
3.0,3.0,16.0,3.99500003
3.0,3.0,17.0,3.99500003
3.0,3.0,18.0,3.99700003
3.0,3.0,19.0,3.99500003
3.0,3.0,20.0,3.99800003
3.0,3.0,21.0,3.99700003
3.0,3.0,22.0,4.00000003
3.0,3.0,23.0,3.99800003
3.0,3.0,24.0,3.99900003
3.0,3.0,25.0,4.00000004
3.0,3.0,26.0,3.99900004
3.0,3.0,27.0,3.99900004
3.0,3.0,28.0,3.99900004
3.0,3.0,29.0,4.00000004
3.0,3.0,30.0,4.00000004
3.0,4.0,1.0,2.06600001
3.0,4.0,2.0,2.89200001
3.0,4.0,3.0,3.32700002
3.0,4.0,4.0,3.60200002
3.0,4.0,5.0,3.78000002
3.0,4.0,6.0,3.95600002
3.0,4.0,7.0,4.11500002
3.0,4.0,8.0,4.29200002
3.0,4.0,9.0,4.40300002
3.0,4.0,10.0,4.53300002
3.0,4.0,11.0,4.64800002
3.0,4.0,12.0,4.76600003
3.0,4.0,13.0,4.87500003
3.0,4.0,14.0,5.01400003
3.0,4.0,15.0,5.07400003
3.0,4.0,16.0,5.17700003
3.0,4.0,17.0,5.23900003
3.0,4.0,18.0,5.32000003
3.0,4.0,19.0,5.38900003
3.0,4.0,20.0,5.45200003
3.0,4.0,21.0,5.49900003
3.0,4.0,22.0,5.55500003
3.0,4.0,23.0,5.61700003
3.0,4.0,24.0,5.65000003
3.0,4.0,25.0,5.66600003
3.0,4.0,26.0,5.69600003
3.0,4.0,27.0,5.74400003
3.0,4.0,28.0,5.76500003
3.0,4.0,29.0,5.78500003
3.0,4.0,30.0,5.80000003
3.0,5.0,1.0,2.06600001
3.0,5.0,2.0,2.89200001
3.0,5.0,3.0,3.32700002
3.0,5.0,4.0,3.61400002
3.0,5.0,5.0,3.82800002
3.0,5.0,6.0,4.03000002
3.0,5.0,7.0,4.25200002
3.0,5.0,8.0,4.44100002
3.0,5.0,9.0,4.61300002
3.0,5.0,10.0,4.80100002
3.0,5.0,11.0,4.89800002
3.0,5.0,12.0,5.05300002
3.0,5.0,13.0,5.17400002
3.0,5.0,14.0,5.30800002
3.0,5.0,15.0,5.39200003
3.0,5.0,16.0,5.46400003
3.0,5.0,17.0,5.52200003
3.0,5.0,18.0,5.60500003
3.0,5.0,19.0,5.63800003
3.0,5.0,20.0,5.71300003
3.0,5.0,21.0,5.74900003
3.0,5.0,22.0,5.77100003
3.0,5.0,23.0,5.84000003
3.0,5.0,24.0,5.83400003
3.0,5.0,25.0,5.85700003
3.0,5.0,26.0,5.87800003
3.0,5.0,27.0,5.90500003
3.0,5.0,28.0,5.92300003
3.0,5.0,29.0,5.93900003
3.0,5.0,30.0,5.94900003
3.0,6.0,1.0,2.06600001
3.0,6.0,2.0,2.89200001
3.0,6.0,3.0,3.32700002
3.0,6.0,4.0,3.62700002
3.0,6.0,5.0,3.84800002
3.0,6.0,6.0,4.08200002
3.0,6.0,7.0,4.31800002
3.0,6.0,8.0,4.55400002
3.0,6.0,9.0,4.76900002
3.0,6.0,10.0,4.93300002
3.0,6.0,11.0,5.11900002
3.0,6.0,12.0,5.29900002
3.0,6.0,13.0,5.41900002
3.0,6.0,14.0,5.57400002
3.0,6.0,15.0,5.70000002
3.0,6.0,16.0,5.83200002
3.0,6.0,17.0,5.91900002
3.0,6.0,18.0,6.02000002
3.0,6.0,19.0,6.10800003
3.0,6.0,20.0,6.19700003
3.0,6.0,21.0,6.28200003
3.0,6.0,22.0,6.36300003
3.0,6.0,23.0,6.48900003
3.0,6.0,24.0,6.56300003
3.0,6.0,25.0,6.61600003
3.0,6.0,26.0,6.66000003
3.0,6.0,27.0,6.74700003
3.0,6.0,28.0,6.79300003
3.0,6.0,29.0,6.88000003
3.0,6.0,30.0,6.94300003
3.0,7.0,1.0,2.06600001
3.0,7.0,2.0,2.89200001
3.0,7.0,3.0,3.32700002
3.0,7.0,4.0,3.63700002
3.0,7.0,5.0,3.86900002
3.0,7.0,6.0,4.12800002
3.0,7.0,7.0,4.39000002
3.0,7.0,8.0,4.64900002
3.0,7.0,9.0,4.85800002
3.0,7.0,10.0,5.07300002
3.0,7.0,11.0,5.27400002
3.0,7.0,12.0,5.45400002
3.0,7.0,13.0,5.61300002
3.0,7.0,14.0,5.77800002
3.0,7.0,15.0,5.92900002
3.0,7.0,16.0,6.08300002
3.0,7.0,17.0,6.19500002
3.0,7.0,18.0,6.33400002
3.0,7.0,19.0,6.44900002
3.0,7.0,20.0,6.58200002
3.0,7.0,21.0,6.67800002
3.0,7.0,22.0,6.78700003
3.0,7.0,23.0,6.89100003
3.0,7.0,24.0,6.98200003
3.0,7.0,25.0,7.03100003
3.0,7.0,26.0,7.14000003
3.0,7.0,27.0,7.20300003
3.0,7.0,28.0,7.27100003
3.0,7.0,29.0,7.32600003
3.0,7.0,30.0,7.39800003
3.0,8.0,1.0,2.06600001
3.0,8.0,2.0,2.89200001
3.0,8.0,3.0,3.32700002
3.0,8.0,4.0,3.63900002
3.0,8.0,5.0,3.88700002
3.0,8.0,6.0,4.15900002
3.0,8.0,7.0,4.42500002
3.0,8.0,8.0,4.69500002
3.0,8.0,9.0,4.91400002
3.0,8.0,10.0,5.13000002
3.0,8.0,11.0,5.33100002
3.0,8.0,12.0,5.56500002
3.0,8.0,13.0,5.73800002
3.0,8.0,14.0,5.93800002
3.0,8.0,15.0,6.10000002
3.0,8.0,16.0,6.25200002
3.0,8.0,17.0,6.36900002
3.0,8.0,18.0,6.52400002
3.0,8.0,19.0,6.63800002
3.0,8.0,20.0,6.79900002
3.0,8.0,21.0,6.94200002
3.0,8.0,22.0,7.01100002
3.0,8.0,23.0,7.19900002
3.0,8.0,24.0,7.26500002
3.0,8.0,25.0,7.35600003
3.0,8.0,26.0,7.43400003
3.0,8.0,27.0,7.55200003
3.0,8.0,28.0,7.63900003
3.0,8.0,29.0,7.74600003
3.0,8.0,30.0,7.80400003
3.0,9.0,1.0,2.06600001
3.0,9.0,2.0,2.89200001
3.0,9.0,3.0,3.32700002
3.0,9.0,4.0,3.65000002
3.0,9.0,5.0,3.90000002
3.0,9.0,6.0,4.19000002
3.0,9.0,7.0,4.46500002
3.0,9.0,8.0,4.74500002
3.0,9.0,9.0,4.98900002
3.0,9.0,10.0,5.21700002
3.0,9.0,11.0,5.44100002
3.0,9.0,12.0,5.69000002
3.0,9.0,13.0,5.88200002
3.0,9.0,14.0,6.07000002
3.0,9.0,15.0,6.22800002
3.0,9.0,16.0,6.43200002
3.0,9.0,17.0,6.58900002
3.0,9.0,18.0,6.71700002
3.0,9.0,19.0,6.87300002
3.0,9.0,20.0,7.05600002
3.0,9.0,21.0,7.19300002
3.0,9.0,22.0,7.32100002
3.0,9.0,23.0,7.50000002
3.0,9.0,24.0,7.55900002
3.0,9.0,25.0,7.65300002
3.0,9.0,26.0,7.80800002
3.0,9.0,27.0,7.92100002
3.0,9.0,28.0,8.04000003
3.0,9.0,29.0,8.11700003
3.0,9.0,30.0,8.22400003
3.0,10.0,1.0,2.06600001
3.0,10.0,2.0,2.89200001
3.0,10.0,3.0,3.32700002
3.0,10.0,4.0,3.65500002
3.0,10.0,5.0,3.91100002
3.0,10.0,6.0,4.20000002
3.0,10.0,7.0,4.49400002
3.0,10.0,8.0,4.79000002
3.0,10.0,9.0,5.02800002
3.0,10.0,10.0,5.28200002
3.0,10.0,11.0,5.53100002
3.0,10.0,12.0,5.77800002
3.0,10.0,13.0,5.96300002
3.0,10.0,14.0,6.18300002
3.0,10.0,15.0,6.36800002
3.0,10.0,16.0,6.57400002
3.0,10.0,17.0,6.71200002
3.0,10.0,18.0,6.89100002
3.0,10.0,19.0,7.03900002
3.0,10.0,20.0,7.23700002
3.0,10.0,21.0,7.38700002
3.0,10.0,22.0,7.52800002
3.0,10.0,23.0,7.69300002
3.0,10.0,24.0,7.83600002
3.0,10.0,25.0,7.93000002
3.0,10.0,26.0,8.02500002
