A4
394
26586.13
78,176.94,18,2
228,0.0,5,2
51,120.0,4,8
183,0.0,5,2
51,0.0,5,2
132,298.72,18,4
213,252.0,4,7
81,0.0,17,2
78,276.5,18,10
186,134.0,4,8
81,57.18,17,2
183,48.0,5,2
0,182.94,17,2
66,0.0,5,2
51,60.0,5,2
243,0.0,5,2
228,80.0,5,2
243,178.0,5,2
135,262.72,17,2
78,232.6,19,2
78,212.94,18,2
0,275.06,14,10
81,82.59,17,2
0,203.65,17,2
0,128.71,17,2
213,0.0,5,2
0,223.76,17,2
135,232.6,17,2
132,20.12,17,2
132,64.94,17,2
81,137.41,17,2
0,53.18,17,2
132,191.05,18,2
132,162.82,18,2
0,24.24,17,2
132,121.53,17,2
0,0.0,17,2
63,174.0,5,9
198,0.0,5,2
243,232.0,5,7
198,190.0,5,3
225,254.0,5,6
213,160.0,5,2
0,76.24,17,2
132,0.0,17,2
