A4
411
28370.73
60,104.67,1,3
138,0.0,1,3
144,0.0,3,2
204,0.0,3,2
54,104.67,1,3
144,98.0,1,4
234,0.0,1,6
120,108.0,1,4
162,0.0,1,5
102,0.0,1,3
132,0.0,1,4
90,73.0,1,2
66,104.67,1,5
204,189.33,3,5
150,98.0,1,2
78,73.0,1,5
168,218.0,2,2
54,0.0,3,2
114,0.0,2,2
204,88.0,3,2
168,0.0,1,2
114,108.0,1,2
24,0.0,1,3
180,0.0,1,2
126,0.0,1,2
198,298.0,6,10
156,98.0,1,3
84,73.0,1,5
198,0.0,1,6
48,0.0,1,2
36,0.0,1,3
240,0.0,1,5
96,73.0,1,4
78,0.0,4,2
30,0.0,1,4
18,0.0,1,7
246,0.0,1,2
126,268.0,2,10
72,0.0,1,2
108,0.0,1,5
252,0.0,1,5
192,0.0,1,6
174,0.0,1,3
42,0.0,1,3
12,0.0,1,2
6,0.0,1,7
186,0.0,1,2
222,0.0,1,2
0,0.0,1,2
228,0.0,1,4
