A4
441
29388.16
0,157.0,10,2
270,132.0,2,3
234,287.33,3,2
90,215.0,2,2
102,113.0,3,2
174,220.0,5,4
132,223.0,3,3
0,70.0,5,3
120,223.0,2,2
258,192.0,2,2
168,378.08,8,2
102,36.0,6,2
90,33.0,2,2
252,334.0,5,3
30,0,2,2
0,309.25,10,2
120,0,15,2
222,74.0,2,2
246,105.33,2,2
102,241.67,3,2
120,159.33,6,2
204,74.0,3,2
138,95.67,6,2
42,0,3,4
60,0,10,2
222,211.0,2,2
0,401.25,15,2
204,192.67,3,3
174,36.0,2,2
234,105.33,2,2
240,0,3,2
0,358.25,10,2
102,351.0,6,2
0,194.0,10,2
78,87.0,2,3
150,278.0,3,3
210,0,5,2
258,0,2,2
0,245.0,8,3
60,87.0,3,2
168,327.33,8,2
60,287.67,5,2
138,36.0,6,3
270,0,2,2
60,205.67,3,2
186,36.0,3,2
156,159.33,3,2
60,33.0,5,2
0,0,5,2
186,141.33,3,2
