A4
386
23619.64
135,62.67,2,2
150,292.73,3,7
30,0,3,2
155,0,10,2
75,121.0,3,3
0,329.33,6,5
90,62.67,7,3
75,304.67,15,3
30,278.0,3,4
200,40.0,1,2
90,217.39,10,3
190,40.0,2,4
75,339.67,14,2
150,251.0,11,3
45,0,5,3
155,40.0,5,2
65,282.0,2,2
45,75.0,4,2
0,270.33,6,3
165,292.73,8,3
55,136.0,2,4
90,188.67,11,2
0,0,6,2
180,40.0,2,2
30,209.0,5,3
0,145.67,6,3
165,346.73,8,4
155,120.0,5,2
70,0,2,2
145,0,2,2
115,0,6,2
65,111.0,2,2
125,62.67,2,2
30,136.0,5,3
75,278.67,15,2
0,96.67,6,3
90,0,5,3
90,113.1,6,4
75,251.0,15,3
80,0,2,2
145,168.0,5,3
0,41.0,6,3
45,278.0,4,4
0,203.0,6,3
75,372.1,10,2
