A4
423
26473.11
134,99.33,2,10
92,0.0,2,10
42,0.0,2,8
142,0.0,1,2
14,0.0,2,2
96,0.0,2,7
146,0.0,2,10
30,0.0,1,2
120,79.0,2,8
18,77.33,6,2
132,0.0,3,3
4,158.0,5,4
124,79.0,3,9
120,0.0,6,2
116,0.0,1,3
158,0.0,1,2
82,0.0,2,5
90,0.0,1,2
18,196.33,6,10
68,97.33,3,10
46,0.0,2,8
18,0.0,6,2
64,0.0,2,2
104,72.67,2,2
36,0.0,3,3
78,0.0,2,2
104,0.0,6,3
130,99.33,2,10
86,0.0,2,8
50,99.33,3,10
144,0.0,1,2
138,0.0,2,10
50,0.0,3,3
68,0.0,3,2
112,72.67,2,6
36,79.33,2,10
100,0.0,2,2
74,0.0,2,9
56,0.0,2,2
4,0.0,5,2
118,0.0,1,2
32,0.0,2,6
108,72.67,2,9
154,0.0,1,2
4,72.0,5,2
150,0.0,2,10
60,0.0,2,2
0,334.0,19,10
0,0.0,2,10
156,0.0,1,7
